AUC_mean,AUC_std,F1_mean,F1_std,ACC_mean,ACC_std,DP_mean,DP_std,EO_mean,EO_std,name,dataset,encoder,attack_mode
0.9123046593994608,0.0081928305531422,0.8023813411784418,0.0471824372350486,0.8412799321890232,0.0613530681167855,0.0492196149278367,0.0366679257631279,0.0188477083809959,0.0191046115117677,vanilla_bail_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.033946860725703534,bail,sage,tuned_nifa
0.8916535993179723,0.00667612483096612,0.7922159445769605,0.009848061088134026,0.8419156600974784,0.009094835233682961,0.09228162661429233,0.014380974876954628,0.07276061923282238,0.013283444343695456,edge_adder_bail_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.001108189378494277,bail,sage,EA Defense
0.8924167477875429,0.0048103709629462,0.7947806004170209,0.0068175697834959,0.8417461326552236,0.0083454607957279,0.0475660885743617,0.002863733399507,0.0275909402882635,0.004513629859839,vanilla_bail_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.038482961843717946,bail,sgc,no_attack
0.8864070301188038,0.003408873404891,0.7857146081856571,0.0078890267922689,0.8338419156600974,0.0094604866615488,0.0470431958890361,0.0057996431488502,0.0284046366201479,0.0071022864945073,vanilla_bail_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.038482961843717946,bail,sgc,tuned_nifa
0.8958189075926078,0.005508293266127907,0.8069792326666491,0.00869972509151086,0.854481881754609,0.009165193712536957,0.062384346792119696,0.004725016537794245,0.03855105620376727,0.00436359077371072,edge_adder_bail_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.010293634452337637,bail,sgc,EA Defense
0.480487619047619,0.0551898398089774,0.5068160597572361,0.3894488331573932,0.5439999999999999,0.1913739794224909,0.0072695035460992,0.0218085106382978,0.0074579831932773,0.0223739495798319,vanilla_german_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0040875779010632,german,gat,no_attack
0.5352457142857142,0.0293468060587577,0.1728940213401922,0.3255890391284342,0.3803999999999999,0.1588201498551112,0.0096153846153846,0.0267776904797505,0.007563025210084,0.0200451435997925,vanilla_german_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0040875779010632,german,gat,tuned_nifa
0.5894361904761904,0.06700644634098399,0.6810579690430261,0.16155835289238316,0.6096,0.1065562762112115,0.06033824331696671,0.07270404728637342,0.06691176470588237,0.05936695637724673,edge_adder_german_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.010188481328150471,german,gat,EA Defense
0.6526247619047619,0.022361120778015,0.6310977750439652,0.2588154482583809,0.594,0.1416276809101949,0.1295962902345881,0.0715096357824233,0.1185924369747899,0.0590116477271567,vanilla_german_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.014400076721566254,german,gcn,no_attack
0.7057523809523809,0.0093209324808693,0.7307335257672837,0.1327127776981046,0.6631999999999999,0.089885260193204,0.3368794326241134,0.0658360124897279,0.2580882352941176,0.0402848117556478,vanilla_german_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.014400076721566254,german,gcn,tuned_nifa
0.5573371428571428,0.03850918133006749,0.5688100307047922,0.35121798786068725,0.5692,0.1733348205064406,0.00939716312056737,0.018032227415499643,0.006932773109243703,0.012350368451007615,edge_adder_german_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0008574578427195729,german,gcn,EA Defense
